PA_Low_A,PA_Low_B,ID_10m,PM25,TempC,RH,CO2
0.648,2.312,3/4/2020 6:00:00 PM,3.753262715,21.6,33.5,572
0.36,0.674,3/4/2020 6:10:00 PM,3.730344490,22.25,32,490.5
0.284,0.568,3/4/2020 6:20:00 PM,3.466901726,22.75,31,499
0.69,0.576,3/4/2020 6:30:00 PM,3.399942831,23.25,30,481
0.432,0.648,3/4/2020 6:40:00 PM,3.436084202,23.6,29.5,455.5
0.416,0.608,3/4/2020 6:50:00 PM,3.427920280,23.65,29,447.5
0.582,0.578,3/4/2020 7:00:00 PM,3.509204868,23.95,29,437
0.572,0.724,3/4/2020 7:10:00 PM,3.243025152,23.9,29,453
0.344,0.416,3/4/2020 7:20:00 PM,3.222103967,23.85,29,440.5
0.26,3.522,3/4/2020 7:30:00 PM,3.024372886,23.75,29,424
0.638,15.946,3/4/2020 7:40:00 PM,3.152608950,23.85,28.5,417.5
0.41,17.028,3/4/2020 7:50:00 PM,3.029871350,23.95,28,405
0.606,22.882,3/4/2020 8:00:00 PM,3.087733438,23.95,28,418.5
0.538,48.244,3/4/2020 8:10:00 PM,3.025879151,23.75,28,412
0.744,16.082,3/4/2020 8:20:00 PM,3.018653811,23.75,28,416.5
0.662,0.748,3/4/2020 8:30:00 PM,3.012914651,23.9,28,411.5
0.732,0.646,3/4/2020 8:40:00 PM,2.940190560,23.95,28,409.5
0.654,0.68,3/4/2020 8:50:00 PM,2.838743718,23.75,28,411
0.362,0.384,3/4/2020 9:00:00 PM,2.699678834,23.8,27,403
0.374,0.688,3/4/2020 9:10:00 PM,2.873415155,23.95,27,412
0.236,0.584,3/4/2020 9:20:00 PM,2.576111317,23.95,27,407
0.152,0.668,3/4/2020 9:30:00 PM,2.485914354,23.9,26.5,411.5
0.268,2.466,3/4/2020 9:40:00 PM,2.354071734,24,26,419
0.26,5.92,3/4/2020 9:50:00 PM,2.413390052,23.9,26,428
0.19,6.256,3/4/2020 10:00:00 PM,2.497326875,23.9,26,427.5
0.066,11.518,3/4/2020 10:10:00 PM,2.524608627,23.9,26,430
0.27,12.242,3/4/2020 10:20:00 PM,2.411788901,23.95,26,419.5
0.294,10.334,3/4/2020 10:30:00 PM,2.348986423,24.05,25.5,414
0.2,10.24,3/4/2020 10:40:00 PM,2.503003389,24,25.5,415
0.4275,21.77,3/4/2020 10:50:00 PM,2.553917954,23.9,25,411.5
0.358,23.84,3/4/2020 11:00:00 PM,2.405694811,24.05,25,405.5
0.416,20.542,3/4/2020 11:10:00 PM,2.400043671,23.9,25,401
0.172,16.774,3/4/2020 11:20:00 PM,2.428896369,24.05,25,408.5
0.124,25.004,3/4/2020 11:30:00 PM,2.352155367,24.1,24.5,401.5
0.216,14.758,3/4/2020 11:40:00 PM,2.245125218,23.95,24.5,396.5
0.196,2.724,3/4/2020 11:50:00 PM,2.287753467,23.9,25,398
0.198,0.892,3/5/2020 12:00:00 AM,2.181525343,24.05,24,394
0.27,0.656,3/5/2020 12:10:00 AM,2.230971372,24.05,24,383
0.09,0.988,3/5/2020 12:20:00 AM,2.202689919,24.25,23.5,378.5
0.052,12.432,3/5/2020 12:30:00 AM,2.119563789,24.4,23,378
0.162,34.128,3/5/2020 12:40:00 AM,1.969530351,24.3,23,375.5
0.166,34.494,3/5/2020 12:50:00 AM,1.884702389,24.15,23,368.5
0.08,26.716,3/5/2020 1:00:00 AM,1.765913027,24.15,23,366
0.124,16.852,3/5/2020 1:10:00 AM,1.687193825,24.15,23.5,361
0.052,3.47,3/5/2020 1:20:00 AM,1.777432765,24.25,23,357.5
0.08,0.11,3/5/2020 1:30:00 AM,1.789280456,24.05,23,349.5
0.04,0.064,3/5/2020 1:40:00 AM,1.740480191,24.25,23,348.5
0.052,0.032,3/5/2020 1:50:00 AM,1.723236294,24.15,23,344
0.064,0.01,3/5/2020 2:00:00 AM,1.777316599,24,23,342
0.192,0.116,3/5/2020 2:10:00 AM,1.769878936,24.05,23,340.5
0.118,0.056,3/5/2020 2:20:00 AM,1.788559867,23.65,23.5,338.5
0.074,1.392,3/5/2020 2:30:00 AM,1.821429476,24,23.5,343
0.236,23.264,3/5/2020 2:40:00 AM,1.759974842,24.05,24,346
0.114,17.832,3/5/2020 2:50:00 AM,1.655169132,24.1,24,348.5
0.134,9.234,3/5/2020 3:00:00 AM,1.592766154,24.05,24,352
0.124,11.99,3/5/2020 3:10:00 AM,1.569930458,24.1,24,351
0.07,15.138,3/5/2020 3:20:00 AM,1.590290823,24.2,24,350.5
0.128,17.194,3/5/2020 3:30:00 AM,1.598313967,24.2,24,353
0.018,20.346,3/5/2020 3:40:00 AM,1.646932115,24.15,24,347
0.058,27.336,3/5/2020 3:50:00 AM,1.733402264,24.15,24,345.5
0.122,36.762,3/5/2020 4:00:00 AM,1.761412231,24.1,24,345
0.216,43.75,3/5/2020 4:10:00 AM,1.829330632,24.15,24,344
0.062,48,3/5/2020 4:20:00 AM,1.887393424,24.05,24.5,344
0.202,48.664,3/5/2020 4:30:00 AM,1.937791204,24.1,25,343
0.204,49.822,3/5/2020 4:40:00 AM,1.968286775,24.05,25,341.5
0.214,48.03,3/5/2020 4:50:00 AM,1.980380248,24.15,25,340.5
0.21,47.614,3/5/2020 5:00:00 AM,2.130418008,24.1,25,340.5
0.326,45.696,3/5/2020 5:10:00 AM,2.169545468,24,25,340
0.236,42.134,3/5/2020 5:20:00 AM,2.281295243,24.1,25,340.5
0.65,26.848,3/5/2020 5:30:00 AM,2.217905910,24.1,25,340
0.46,10.558,3/5/2020 5:40:00 AM,2.323372282,24,25,339.5
0.618,3.402,3/5/2020 5:50:00 AM,2.286701059,24.05,25,340
0.574,0.898,3/5/2020 6:00:00 AM,2.373461228,24.05,25,339
0.638,0.738,3/5/2020 6:10:00 AM,2.473561345,24.05,25,338
0.614,0.662,3/5/2020 6:20:00 AM,2.456433309,24,25,338
0.632,0.724,3/5/2020 6:30:00 AM,2.458829263,23.95,25,338
0.638,0.902,3/5/2020 6:40:00 AM,2.425746239,24,25,338
0.846,0.854,3/5/2020 6:50:00 AM,2.539726199,23.9,25,338
0.926,0.868,3/5/2020 7:00:00 AM,2.547391413,23.95,25,338.5
0.98,0.976,3/5/2020 7:10:00 AM,2.525245696,24,25,338.5
1.254,1.278,3/5/2020 7:20:00 AM,2.585616396,23.9,26,338.5
1.142,1.124,3/5/2020 7:30:00 AM,2.591303105,23.9,26,338.5
1.1,1.056,3/5/2020 7:40:00 AM,2.633190424,23.9,26,337.5
1.128,1.12,3/5/2020 7:50:00 AM,2.714667121,23.95,26,338
1.388,1.08,3/5/2020 8:00:00 AM,2.668710541,23.9,26,338
1.246,1.398,3/5/2020 8:10:00 AM,2.620177057,23.9,26,337
1.016,1.4,3/5/2020 8:20:00 AM,2.586331493,23.95,26,336
1.23,1.49,3/5/2020 8:30:00 AM,2.631000436,23.85,26,336
1.19,1.326,3/5/2020 8:40:00 AM,2.540531402,23.85,26,336
1.112,1.142,3/5/2020 8:50:00 AM,2.526955029,23.8,26,336
1.298,1.244,3/5/2020 9:00:00 AM,2.534820056,23.8,26,334.5
1.182,1.384,3/5/2020 9:10:00 AM,2.537712481,23.8,26,334
1.318,1.034,3/5/2020 9:20:00 AM,2.532392422,23.8,26,333.5
1.316,1.192,3/5/2020 9:30:00 AM,2.506553324,23.75,26,333.5
1.112,1.062,3/5/2020 9:40:00 AM,2.416885628,23.7,26,333
1.128,1.242,3/5/2020 9:50:00 AM,2.347772568,23.65,26,332.5
1.182,1.14,3/5/2020 10:00:00 AM,2.354209002,23.7,26,331.5
1.166,1.194,3/5/2020 10:10:00 AM,2.290152752,23.6,26,331
1.18,1.282,3/5/2020 10:20:00 AM,2.264103111,23.6,26,331
0.97,1.194,3/5/2020 10:30:00 AM,2.249813496,23.6,26.5,330.5
0.79,1.032,3/5/2020 10:40:00 AM,2.253840883,23.6,26.5,330
1.01,1.162,3/5/2020 10:50:00 AM,2.230500989,23.6,27,330.5
1.05,0.982,3/5/2020 11:00:00 AM,2.231295081,23.6,27,328
1.098,1.092,3/5/2020 11:10:00 AM,2.201545931,23.5,27,328
1.04,0.932,3/5/2020 11:20:00 AM,2.183527722,23.5,27,328
1.058,1.002,3/5/2020 11:30:00 AM,2.221786494,23.5,27,327
1.184,1.118,3/5/2020 11:40:00 AM,2.185864361,23.5,27,326.5
1.122,1.064,3/5/2020 11:50:00 AM,2.126294617,23.5,27,326.5
1.104,0.958,3/5/2020 12:00:00 PM,2.183764961,23.55,27,326.5
1.03,1.028,3/5/2020 12:10:00 PM,2.124379547,23.5,27,327
1.016,1.076,3/5/2020 12:20:00 PM,2.145378862,23.5,27,327
0.866,1.01,3/5/2020 12:30:00 PM,2.118031743,23.5,27,327
0.882,0.998,3/5/2020 12:40:00 PM,2.153624396,23.5,27,326.5
0.936,0.948,3/5/2020 12:50:00 PM,2.093075062,23.6,27,326.5
1.03,0.884,3/5/2020 1:00:00 PM,1.823280298,23.8,26,327
1.05,0.952,3/5/2020 1:10:00 PM,1.776152347,23.95,26,327.5
0.974,1.134,3/5/2020 1:20:00 PM,1.706000380,23.75,26,328
0.898,6.164,3/5/2020 1:30:00 PM,1.599004529,23.95,26,328
0.824,18.802,3/5/2020 1:40:00 PM,1.586307523,23.95,26,326.5
0.828,3.74,3/5/2020 1:50:00 PM,1.579077352,24.1,25.5,328
0.788,1.124,3/5/2020 2:00:00 PM,1.628035556,24.3,25,327
0.706,1.308,3/5/2020 2:10:00 PM,1.669288528,24.35,25,328
0.724,1.22,3/5/2020 2:20:00 PM,1.626592446,24.25,25,329
0.616,1.144,3/5/2020 2:30:00 PM,1.552040238,24.3,25,328
0.704,0.864,3/5/2020 2:40:00 PM,1.569721721,24.25,25,328.5
0.98,1.1,3/5/2020 2:50:00 PM,1.701599987,24.15,26,333.5
1.176,1.018,3/5/2020 3:00:00 PM,1.807984422,24.25,26,338.5
0.928,0.968,3/5/2020 3:10:00 PM,1.750592336,24.2,26,344
0.742,0.982,3/5/2020 3:20:00 PM,1.725017579,24.2,26,347
0.844,1.076,3/5/2020 3:30:00 PM,1.603375455,24.25,26,349
0.82,1.218,3/5/2020 3:40:00 PM,1.672052227,24.15,26,352
0.888,1.018,3/5/2020 3:50:00 PM,1.552304579,24.2,25.5,354
0.688,1.138,3/5/2020 4:00:00 PM,1.589570641,24.3,25,359.5
1.05,0.94,3/5/2020 4:10:00 PM,1.629214834,24.15,26,364
1.026,1.07,3/5/2020 4:20:00 PM,1.784091336,24.1,26,369
1.14,1.962,3/5/2020 4:30:00 PM,1.821996779,24.15,26,377.5
1.16,1.706,3/5/2020 4:40:00 PM,2.110600030,24.1,26,383
1.198,2.744,3/5/2020 4:50:00 PM,2.201563830,24,26,391.5
1.448,2.622,3/5/2020 5:00:00 PM,2.272289253,24.15,26,402
1.738,3.148,3/5/2020 5:10:00 PM,2.422723894,24.2,26,402
1.826,3.35,3/5/2020 5:20:00 PM,2.435717328,24.1,26,405.5
1.536,3.02,3/5/2020 5:30:00 PM,2.416223363,24.05,26,411
1.386,2.598,3/5/2020 5:40:00 PM,2.514618469,23.95,27,422.5
1.658,2.506,3/5/2020 5:50:00 PM,2.583069087,24.05,26.5,417
1.732,2.404,3/5/2020 6:00:00 PM,2.612865705,24.1,27,409
2.028,2.9,3/5/2020 6:10:00 PM,2.786596331,23.9,27,408.5
1.492,2.978,3/5/2020 6:20:00 PM,2.875674833,24.3,27,397.5
1.712,4.334,3/5/2020 6:30:00 PM,2.858344517,24.15,27,395
1.4,4.112,3/5/2020 6:40:00 PM,2.970287673,24.05,27.5,403.5
1.444,2.916,3/5/2020 6:50:00 PM,3.078669784,24,28,403
1.484,2.15,3/5/2020 7:00:00 PM,3.098547841,23.9,28,412
1.116,1.712,3/5/2020 7:10:00 PM,3.118998972,23.8,29,415
1.264,1.232,3/5/2020 7:20:00 PM,3.268576467,24.05,28,410.5
1.562,1.566,3/5/2020 7:30:00 PM,3.220572989,24,28,411.5
1.562,2.02,3/5/2020 7:40:00 PM,3.215340519,24,28,414.5
1.486,1.792,3/5/2020 7:50:00 PM,2.956338624,23.95,28,408
1.462,1.84,3/5/2020 8:00:00 PM,2.994052060,23.95,28,404
1.418,1.676,3/5/2020 8:10:00 PM,2.989181079,23.85,28,399.5
1.128,1.526,3/5/2020 8:20:00 PM,2.873423317,24,28,387.5
1.44,1.744,3/5/2020 8:30:00 PM,2.692660782,23.9,28,377.5
1.366,2.128,3/5/2020 8:40:00 PM,2.628431898,24,28,375.5
1.31,2.404,3/5/2020 8:50:00 PM,2.537115481,23.85,28,375
1.386,2.826,3/5/2020 9:00:00 PM,2.711857455,24.2,28,379.5
1.196,4.56,3/5/2020 9:10:00 PM,2.449041131,24.35,27.5,374.5
1.31,6.128,3/5/2020 9:20:00 PM,2.394106706,24.2,28,362
1.314,5.926,3/5/2020 9:30:00 PM,2.381940722,24.3,27.5,372
1.188,2.632,3/5/2020 9:40:00 PM,2.341762710,24.3,28,376.5
0.946,1.542,3/5/2020 9:50:00 PM,2.266697836,24.25,28,373.5
1.03,1.45,3/5/2020 10:00:00 PM,2.236431724,24.2,28.5,375
0.85,1.652,3/5/2020 10:10:00 PM,2.102623769,24.15,29,371
1.024,1.336,3/5/2020 10:20:00 PM,1.984998379,24.15,29,369.5
0.754,1.704,3/5/2020 10:30:00 PM,1.892477311,24.2,29,365.5
0.76,2.152,3/5/2020 10:40:00 PM,1.755834900,24.3,29,360
0.726,1.892,3/5/2020 10:50:00 PM,1.730973002,24.4,29,355.5
0.73,1.368,3/5/2020 11:00:00 PM,1.607772162,24.3,29,351.5
0.576,1.976,3/5/2020 11:10:00 PM,1.609199356,24.4,29,354.5
0.428,1.652,3/5/2020 11:20:00 PM,1.561207345,24.3,29,359.5
0.296,0.99,3/5/2020 11:30:00 PM,1.435389100,24.4,29,363
0.264,1.098,3/5/2020 11:40:00 PM,1.360926844,23.95,30,359
0.32,0.784,3/5/2020 11:50:00 PM,1.344840232,24.15,29.5,361
0.146,0.778,3/6/2020 12:00:00 AM,1.212234055,24.1,29.5,353
0.178,0.43,3/6/2020 12:10:00 AM,1.184372059,23.95,30,348.5
0.052,0.286,3/6/2020 12:20:00 AM,1.102974687,23.85,30,346
0.056,0.208,3/6/2020 12:30:00 AM,0.999599986,24.05,30,344
0.018,0.11,3/6/2020 12:40:00 AM,0.946526502,23.95,30,341.5
0.032,0.264,3/6/2020 12:50:00 AM,1.001456300,24.2,30,340
0.018,0.408,3/6/2020 1:00:00 AM,0.876608646,24,30,342.5
0.006,0.18,3/6/2020 1:10:00 AM,0.875215317,24.1,30,340.5
0,0.082,3/6/2020 1:20:00 AM,0.889824775,23.9,30,338
0,0.23,3/6/2020 1:30:00 AM,0.922241035,24.25,30,336
0,0.166,3/6/2020 1:40:00 AM,0.917360902,24.25,30,333.5
0.036,0.142,3/6/2020 1:50:00 AM,0.932211972,24,30.5,331
0,0.168,3/6/2020 2:00:00 AM,0.968350698,24.2,30,328
0.004,0.222,3/6/2020 2:10:00 AM,0.894295163,24.05,31,323.5
0.086,0.166,3/6/2020 2:20:00 AM,0.892110971,24,32,323.5
0.004,0.056,3/6/2020 2:30:00 AM,0.954496610,24.25,31.5,322
0.07,0.382,3/6/2020 2:40:00 AM,0.877009951,24.35,31,320.5
0,1.436,3/6/2020 2:50:00 AM,0.840610849,24.4,31,321
0.018,1.334,3/6/2020 3:00:00 AM,0.880056780,24.4,31,320
0.022,0.708,3/6/2020 3:10:00 AM,0.840762406,24.45,31,318
0.006,0.568,3/6/2020 3:20:00 AM,0.844596818,24.4,31,317.5
0.014,0.18,3/6/2020 3:30:00 AM,0.905457708,24.5,31,317.5
0.022,0.076,3/6/2020 3:40:00 AM,0.868360798,24.4,31,316.5
0.026,0.096,3/6/2020 3:50:00 AM,0.931713824,24.4,31,315
0.052,0.066,3/6/2020 4:00:00 AM,0.851366623,24.4,31,314
0.05,0.038,3/6/2020 4:10:00 AM,0.915136285,24.4,31,314.5
0.024,0.076,3/6/2020 4:20:00 AM,0.889311424,24.4,31,315
0,0.042,3/6/2020 4:30:00 AM,0.920086921,24.4,31,315
0.09,0.004,3/6/2020 4:40:00 AM,0.861334432,24.35,32,315.5
0.022,0.06,3/6/2020 4:50:00 AM,0.866849142,24.3,31,315.5
0.03,0.014,3/6/2020 5:00:00 AM,0.867034590,24.3,32,316.5
0.022,0,3/6/2020 5:10:00 AM,0.860577358,24.3,32,316
0.05,0.024,3/6/2020 5:20:00 AM,0.886781379,24.25,32,317
0.068,0.034,3/6/2020 5:30:00 AM,0.889120636,24.2,32,316
0.014,0.066,3/6/2020 5:40:00 AM,0.873037126,24.2,32,316.5
0.012,0.086,3/6/2020 5:50:00 AM,0.894707528,24.15,32,317
0.032,0,3/6/2020 6:00:00 AM,0.889013089,24.1,32,316.5
0.04,0.076,3/6/2020 6:10:00 AM,0.964875665,24.15,32,317
0.084,0.164,3/6/2020 6:20:00 AM,0.981155989,24.15,32,316.5
0.13,0.082,3/6/2020 6:30:00 AM,1.015090820,24.2,32,316.5
0.088,0.1,3/6/2020 6:40:00 AM,1.069847729,24.2,32,318
0.054,0.164,3/6/2020 6:50:00 AM,1.059477318,24.2,32,318.5
0.196,0.194,3/6/2020 7:00:00 AM,1.094443277,24.15,32,317.5
0.132,0.284,3/6/2020 7:10:00 AM,1.107205421,24.15,32,317.5
0.222,0.478,3/6/2020 7:20:00 AM,1.107612268,24.2,32,317.5
0.16,1.008,3/6/2020 7:30:00 AM,1.104828052,24.15,32,318.5
0.076,1.274,3/6/2020 7:40:00 AM,1.079193267,24.1,32,318.5
0.13,1.772,3/6/2020 7:50:00 AM,1.093244015,24.2,32,319
0.056,2.306,3/6/2020 8:00:00 AM,1.076734182,24.15,32,317.5
0.24,4.748,3/6/2020 8:10:00 AM,1.059138228,24.1,32,318.5
0.11,6.144,3/6/2020 8:20:00 AM,1.117947338,24,32,318.5
0.1,9.122,3/6/2020 8:30:00 AM,1.050815504,24,32,317.5
0.092,10.786,3/6/2020 8:40:00 AM,1.044514303,23.95,32,318
0.166,13.126,3/6/2020 8:50:00 AM,1.051435207,23.9,32,318
0.068,14.308,3/6/2020 9:00:00 AM,1.014901354,23.9,32,317
0.096,14.484,3/6/2020 9:10:00 AM,1.008644698,23.9,32,317
0.044,14.59,3/6/2020 9:20:00 AM,1.001044546,24,32,317.5
0.048,13.704,3/6/2020 9:30:00 AM,1.005061076,24.05,32,317.5
0.152,11.856,3/6/2020 9:40:00 AM,0.990459398,23.9,32,317
0,9.816,3/6/2020 9:50:00 AM,0.982324105,23.9,32,316
0.016,5.612,3/6/2020 10:00:00 AM,0.974400651,23.9,32,316
0.036,3.248,3/6/2020 10:10:00 AM,0.960694790,23.95,32,316
0.018,1.828,3/6/2020 10:20:00 AM,0.912135475,23.9,32,315
0.062,0.676,3/6/2020 10:30:00 AM,0.899620662,23.85,32,315.5
0,0.262,3/6/2020 10:40:00 AM,0.859190971,23.9,32,314.5
0.064,0.018,3/6/2020 10:50:00 AM,0.842262849,23.95,32,315
0.004,0.062,3/6/2020 11:00:00 AM,0.806064425,23.9,32,314.5
0,0.024,3/6/2020 11:10:00 AM,0.784042297,23.9,32,314.5
0,0.036,3/6/2020 11:20:00 AM,0.769645263,23.9,32,313.5
0,0.01,3/6/2020 11:30:00 AM,0.739655391,23.9,32,313.5
0,0,3/6/2020 11:40:00 AM,0.716805839,23.8,32,313.5
0.022,0,3/6/2020 11:50:00 AM,0.695753158,23.8,32,313.5
0,0,3/6/2020 12:00:00 PM,0.657866376,23.75,32,312.5
0.018,0.038,3/6/2020 12:10:00 PM,0.650651664,23.7,32,313.5
0,0,3/6/2020 12:20:00 PM,0.651940115,23.75,32,313.5
0,0,3/6/2020 12:30:00 PM,0.599996152,23.7,32,313
0.036,0,3/6/2020 12:40:00 PM,0.603061287,23.65,32,312
0,0.036,3/6/2020 12:50:00 PM,0.578731734,23.7,31.5,312.5
0,0.048,3/6/2020 1:00:00 PM,0.561939380,23.95,31,311
0,1.91,3/6/2020 1:10:00 PM,0.437915235,23.75,31,310
0,1.906,3/6/2020 1:20:00 PM,0.394324201,23.55,31,310.5
0,0.03,3/6/2020 1:30:00 PM,0.333114611,23.55,30.5,310
0,0,3/6/2020 1:40:00 PM,0.307987965,23.55,30,310.5
0,0.018,3/6/2020 1:50:00 PM,0.299742557,23.95,30,312
0,41.678,3/6/2020 2:00:00 PM,0.288536078,24.15,29.5,314
0,70.89,3/6/2020 2:10:00 PM,0.281595953,24.3,29,314
0,53.018,3/6/2020 2:20:00 PM,0.313310133,24.2,29,316.5
0,57.184,3/6/2020 2:30:00 PM,0.367272264,24.25,29,318
0,60.63,3/6/2020 2:40:00 PM,0.331680323,24,29,318.5
0,36.592,3/6/2020 2:50:00 PM,0.342390179,24.05,29,319
0,20.654,3/6/2020 3:00:00 PM,0.395931733,24.1,29,320.5
0,21.64,3/6/2020 3:10:00 PM,0.409458147,24.2,29,322.5
0,29.292,3/6/2020 3:20:00 PM,0.466118558,24.15,29,325
0,36.318,3/6/2020 3:30:00 PM,0.410539005,24.05,29,323
0,40.194,3/6/2020 3:40:00 PM,0.547603798,24.1,29,327
0,37.728,3/6/2020 3:50:00 PM,0.488015266,24.1,29,325.5
0,39.726,3/6/2020 4:00:00 PM,0.483025018,24,29,326.5
0,43.916,3/6/2020 4:10:00 PM,0.540772720,24,29,329
0,36.832,3/6/2020 4:20:00 PM,0.552515051,24.2,29,333.5
0,36.948,3/6/2020 4:30:00 PM,0.541058927,24.1,29,335
0,29.838,3/6/2020 4:40:00 PM,0.543319672,24.1,29,337.5
0,22.132,3/6/2020 4:50:00 PM,0.543288730,24,29,337.5
0,23.896,3/6/2020 5:00:00 PM,0.507407862,24.25,29,340
0,17.338,3/6/2020 5:10:00 PM,0.539493040,24.05,29,344.5
0,15.1,3/6/2020 5:20:00 PM,0.525632723,24.2,29,348.5
0.034,11.678,3/6/2020 5:30:00 PM,0.668423201,24.15,29,354
0,6.424,3/6/2020 5:40:00 PM,0.541013365,24.2,29,354
0,5.32,3/6/2020 5:50:00 PM,0.543776810,24,29,356
0.004,5.518,3/6/2020 6:00:00 PM,0.572893798,24.05,29,354.5
0,4.24,3/6/2020 6:10:00 PM,0.601207821,24.2,29,357
0,2.608,3/6/2020 6:20:00 PM,0.587284730,24.2,29,360.5
0,1.992,3/6/2020 6:30:00 PM,0.605184612,24.1,30,359.5
0.042,1.23,3/6/2020 6:40:00 PM,0.577441909,24.05,30,361
0.056,0.884,3/6/2020 6:50:00 PM,0.584782678,24.2,30,362.5
0.092,0.338,3/6/2020 7:00:00 PM,0.661823285,24.25,29.5,364
0.044,0.132,3/6/2020 7:10:00 PM,0.726218982,24.15,30,365.5
0.1,0.138,3/6/2020 7:20:00 PM,0.702892258,24.1,30,363.5
0.034,0.232,3/6/2020 7:30:00 PM,0.724305767,24.15,30,364.5
0.22,0.26,3/6/2020 7:40:00 PM,0.784858432,24.15,30,365.5
0.404,0.522,3/6/2020 7:50:00 PM,0.835349903,24,30,367.5
0.326,0.47,3/6/2020 8:00:00 PM,0.893583702,24.15,30,370
0.346,0.424,3/6/2020 8:10:00 PM,0.895234837,24.15,30,365.5
0.446,0.508,3/6/2020 8:20:00 PM,0.849588617,24.15,30,364.5
0.232,0.384,3/6/2020 8:30:00 PM,0.817843521,24.3,30,364
0.438,0.284,3/6/2020 8:40:00 PM,0.794762654,24.25,30,365
0.152,0.274,3/6/2020 8:50:00 PM,0.759686175,24.15,30,362
0.18,0.212,3/6/2020 9:00:00 PM,0.800579462,24.1,30,368.5
0.152,0.298,3/6/2020 9:10:00 PM,0.750321136,24.1,30,366
0.114,0.25,3/6/2020 9:20:00 PM,0.755188150,24.1,30,364.5
0.064,0.196,3/6/2020 9:30:00 PM,0.798809821,24.1,30,368.5
0.122,0.086,3/6/2020 9:40:00 PM,0.737560314,24.3,30,370
0.054,0.092,3/6/2020 9:50:00 PM,0.663987137,24.05,30,372
0.054,0.022,3/6/2020 10:00:00 PM,0.641265421,24.2,30,373
0.024,0.064,3/6/2020 10:10:00 PM,0.655946984,24.25,30,375
0.068,0.094,3/6/2020 10:20:00 PM,0.611750103,24,30,369.5
0.09,0.056,3/6/2020 10:30:00 PM,0.597848979,24.2,30,368
0.022,0.018,3/6/2020 10:40:00 PM,0.601744690,24.35,30,370
0.2,0.232,3/6/2020 10:50:00 PM,0.610164004,24.1,30,369
0.108,0.19,3/6/2020 11:00:00 PM,0.613183094,24.2,30,363.5
0.224,0.2,3/6/2020 11:10:00 PM,0.688635492,24.15,30,363.5
0.038,0.04,3/6/2020 11:20:00 PM,0.565736240,24.1,30,358.5
0.036,0.122,3/6/2020 11:30:00 PM,0.607130421,24.3,30,356.5
0.04,0.07,3/6/2020 11:40:00 PM,0.589427378,24.1,30,356.5
0.028,0.024,3/6/2020 11:50:00 PM,0.582265193,24.2,29.5,357.5
0.016,0,3/7/2020 12:00:00 AM,0.719980377,24.2,29.5,356.5
0.008,0,3/7/2020 12:10:00 AM,0.723951829,24.25,29,354
0.02,0.03,3/7/2020 12:20:00 AM,0.581186826,24.05,29,350
0.006,0,3/7/2020 12:30:00 AM,0.533245130,24.2,29,350.5
0,0,3/7/2020 12:40:00 AM,0.482302293,24.2,29,345.5
0,0,3/7/2020 12:50:00 AM,0.444048632,24.1,29,343
0,0,3/7/2020 1:00:00 AM,0.453172516,24.15,29,342
0.036,0.056,3/7/2020 1:10:00 AM,0.463354199,24.15,29,340
0.018,0.042,3/7/2020 1:20:00 AM,0.462051357,24,29,337
0.032,0.046,3/7/2020 1:30:00 AM,0.511328134,24.25,29,337.5
0,0,3/7/2020 1:40:00 AM,0.497518081,24.2,29,335
0.022,0.014,3/7/2020 1:50:00 AM,0.570394593,24.15,29,336
0,0.098,3/7/2020 2:00:00 AM,0.608578209,24.15,28.5,333.5
0.014,0.078,3/7/2020 2:10:00 AM,0.591963194,24.2,28,331.5
0.198,0.086,3/7/2020 2:20:00 AM,0.590753712,24.25,28,330.5
0.02,0.136,3/7/2020 2:30:00 AM,0.597646674,24.3,28,337
0.014,0.228,3/7/2020 2:40:00 AM,0.558214218,24.3,28,335.5
0,1.61,3/7/2020 2:50:00 AM,0.491515724,24.3,28.5,337
0,4.852,3/7/2020 3:00:00 AM,0.463342758,24.35,28.5,336.5
0.01,7.156,3/7/2020 3:10:00 AM,0.458728288,24.35,28.5,338
0.052,8.394,3/7/2020 3:20:00 AM,0.463910315,24.3,29,338.5
0,9.53,3/7/2020 3:30:00 AM,0.504873469,24.3,29,339
0.056,10.95,3/7/2020 3:40:00 AM,0.467035477,24.3,29,339.5
0.06,14.85,3/7/2020 3:50:00 AM,0.506574336,24.2,29,338.5
0.042,20.086,3/7/2020 4:00:00 AM,0.574502881,24.1,29,340
0.078,20.136,3/7/2020 4:10:00 AM,0.552987876,24.15,29,338.5
0.088,27.732,3/7/2020 4:20:00 AM,0.614631086,24.15,29,337.5
0.154,29.532,3/7/2020 4:30:00 AM,0.588508069,24.1,29,337.5
0.138,30.422,3/7/2020 4:40:00 AM,0.650111108,24.2,29,337.5
0.234,36.48,3/7/2020 4:50:00 AM,0.677432115,24.15,29,338
0.266,31.848,3/7/2020 5:00:00 AM,0.689593548,24.1,29,337
0.354,39.972,3/7/2020 5:10:00 AM,0.732643035,24.15,29,337.5
0.424,42.326,3/7/2020 5:20:00 AM,0.754664756,24.15,29,337.5
0.53,43.318,3/7/2020 5:30:00 AM,0.791646517,24.15,29,337
0.572,44.224,3/7/2020 5:40:00 AM,0.787262854,24.2,29,335.5
0.656,45.112,3/7/2020 5:50:00 AM,0.829165606,24.15,29,336.5
0.764,53.208,3/7/2020 6:00:00 AM,0.859798241,24.1,29,336
